Sequence,Mean Δt (frames),#Matching Points,Δt Values
FaceTalk_170731_00024_TA_sentence21_condition_FaceTalk_170725_00137_TA.npy,1.64,14,2;2;1;0;1;0;1;2;1;1;3;2;1;6

Overall Mean Δt,1.64
